env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
18823,,,31,-42.4219,75.6108,,,,,,,,,,
18840,,,17,-15.0607,76.1323,,,,,,,,,,
19000,,,,,,0.5,0.7648,0.1976,-793.021,46.7833,0.1065,-0.3625,2398.1233,19061.7598,39.1485
19500,,,,,,0.4928,0.7573,0.1818,-820.436,54.3377,0.1102,-0.3431,2971.0791,23503.9844,40.8911
19840,,,1000,-1111.513,76.2336,,,,,,,,,,
19854,,,14,-18.3495,76.6588,,,,,,,,,,
20000,,,,,,0.5119,0.7493,0.1714,-827.2354,43.0561,0.129,-0.341,4436.8242,27328.873,43.3977
20000,-910.6318,805.0,,,,,,,,,,,,,
20029,,,175,-234.4559,30.6191,,,,,,,,,,
20166,,,137,-175.2717,77.3528,,,,,,,,,,
20206,,,40,-50.9912,77.4009,,,,,,,,,,
20253,,,47,-50.022,77.1335,,,,,,,,,,
20500,,,,,,0.5065,0.7515,0.1674,-875.0783,52.0006,0.1278,-0.3205,3094.8086,24360.1406,34.1643
21000,,,,,,0.5053,0.7438,0.1611,-920.5818,72.3604,0.1314,-0.3189,3183.1997,22247.1074,47.7161
21253,,,1000,-1032.9963,77.3087,,,,,,,,,,
21305,,,52,-83.2548,77.7141,,,,,,,,,,
21356,,,51,-49.6656,77.5344,,,,,,,,,,
21375,,,19,-37.7571,77.4118,,,,,,,,,,
21387,,,12,-20.5087,77.9229,,,,,,,,,,
21415,,,28,-31.694,77.0343,,,,,,,,,,
21500,,,,,,0.512,0.7506,0.1632,-936.8683,70.4054,0.1357,-0.3266,6390.5801,38195.1641,48.0103
22000,,,,,,0.5028,0.7418,0.1656,-964.1388,62.9128,0.128,-0.3233,3099.0613,29564.918,52.537
22415,,,1000,-947.3992,77.6395,,,,,,,,,,
22433,,,18,-24.0911,77.7137,,,,,,,,,,
22458,,,25,-6.9839,73.6537,,,,,,,,,,
22473,,,15,-30.0086,77.6982,,,,,,,,,,
22491,,,18,-3.9238,76.6173,,,,,,,,,,
22500,,,,,,0.526,0.755,0.1814,-1005.9468,52.9006,0.1327,-0.3519,2797.7842,39441.957,41.5005
23000,,,,,,0.514,0.764,0.1576,-1024.5345,52.0982,0.1414,-0.3118,4358.7295,30105.6211,39.5905
23491,,,1000,-973.2556,77.3743,,,,,,,,,,
23500,,,,,,0.5337,0.7396,0.1754,-1027.3129,51.7159,0.1432,-0.3377,2743.9023,29968.7227,37.2547
23879,,,388,-567.7847,77.1277,,,,,,,,,,
23930,,,51,-32.1249,75.7827,,,,,,,,,,
23964,,,34,-14.0676,76.0514,,,,,,,,,,
23989,,,25,-41.6078,76.6145,,,,,,,,,,
24000,,,,,,0.5175,0.7489,0.1757,-1069.5918,46.5685,0.132,-0.3282,5381.6572,52909.7852,39.211
24137,,,148,-120.8924,76.4974,,,,,,,,,,
24155,,,18,-13.7858,76.6341,,,,,,,,,,
24210,,,55,-36.6502,77.1099,,,,,,,,,,
24457,,,247,-334.1018,77.4831,,,,,,,,,,
24496,,,39,-56.0927,77.513,,,,,,,,,,
24500,,,,,,0.5366,0.7519,0.1664,-1146.245,55.2391,0.1515,-0.333,3930.7871,50496.7031,38.6182
24586,,,90,-107.5265,77.6491,,,,,,,,,,
25000,,,,,,0.5344,0.7406,0.1818,-1157.8595,53.0406,0.139,-0.3608,2596.6677,28198.6211,37.1716
25000,-448.112,607.9,,,,,,,,,,,,,
25500,,,,,,0.5422,0.7423,0.1825,-1123.6919,44.7826,0.1435,-0.3546,2904.4868,33695.4141,44.8982
25586,,,1000,-1077.7384,63.9408,,,,,,,,,,
26000,,,,,,0.5238,0.7452,0.177,-1150.0844,51.3427,0.1357,-0.3617,2362.5889,25463.9375,39.9147
26500,,,,,,0.5434,0.7465,0.1802,-1168.0295,42.6679,0.1477,-0.3488,1657.0295,33970.1133,27.2735
26586,,,1000,-1034.1786,77.4414,,,,,,,,,,
