env_steps,return,length,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
431000,,,50,50,16,92.1589,874.2527,-44.1818,-44.1823,-445.2975,189494.0469,12.0546,580.4062,9.8619,,,
431000,,,,,,,,,,,,,,,1000,12983.411,22.9551
431500,,,50,50,17,87.7819,791.1095,-44.1818,-44.1823,-531.285,109218.0234,13.3099,253.9092,9.8736,,,
432000,,,50,50,18,85.7985,644.5525,-44.1818,-44.1823,-676.9418,39749.8633,8.7727,233.7869,12.0209,,,
432000,,,,,,,,,,,,,,,1000,13109.8346,23.7706
432500,,,50,50,18,84.2039,587.2502,-44.1818,-44.1823,-731.3792,49294.4531,10.9324,276.1241,14.1356,,,
433000,,,50,50,17,91.8997,692.2215,-44.1817,-44.1823,-626.5139,94383.1562,10.946,197.195,27.8173,,,
433000,,,,,,,,,,,,,,,1000,12927.2281,23.6983
433500,,,50,50,17,90.1916,586.9396,-44.1817,-44.1823,-726.9701,75004.4453,9.7243,267.412,14.6423,,,
434000,,,50,50,17,84.9285,610.1736,-44.1819,-44.1823,-711.8701,43642.5547,8.0072,227.7961,24.9554,,,
434000,,,,,,,,,,,,,,,1000,13081.5671,24.3743
434500,,,50,50,17,95.8384,611.3584,-44.1819,-44.1823,-714.8036,51780.6211,9.3259,376.9431,13.9029,,,
435000,,,50,50,18,83.6768,731.8752,-44.1819,-44.1823,-588.5572,110983.6875,12.1841,381.9743,17.6717,,,
435000,14217.8681,1000.0,,,,,,,,,,,,,,,
435000,,,,,,,,,,,,,,,1000,13152.5671,17.5603
435500,,,50,50,18,85.3027,706.0137,-44.1818,-44.1823,-611.4442,69834.5,11.4045,466.5139,18.5749,,,
436000,,,50,50,18,79.7943,645.9816,-44.1819,-44.1823,-671.503,29427.4043,11.2119,209.1234,15.2319,,,
436000,,,,,,,,,,,,,,,1000,13403.5004,24.407
436500,,,50,50,17,89.2139,633.0729,-44.1819,-44.1823,-686.7657,58351.8008,9.5797,422.5473,10.4463,,,
437000,,,50,50,17,91.8689,888.2341,-44.1818,-44.1823,-448.5892,144788.1875,9.3542,309.0238,16.8637,,,
437000,,,,,,,,,,,,,,,1000,13264.0662,23.9197
437500,,,50,50,18,74.8035,628.0397,-44.1818,-44.1823,-696.4603,20123.5059,8.254,317.5493,10.2811,,,
438000,,,50,50,18,93.0989,733.309,-44.1819,-44.1823,-592.0262,72877.5547,9.1851,246.7257,11.781,,,
438000,,,,,,,,,,,,,,,1000,12835.6902,24.1296
438500,,,50,50,17,84.1812,679.4329,-44.1819,-44.1823,-651.6061,109759.5547,8.5244,285.6374,35.6372,,,
439000,,,50,50,18,88.2886,710.3127,-44.1819,-44.1823,-612.9209,86986.4766,8.6273,273.6928,8.9892,,,
439000,,,,,,,,,,,,,,,1000,13166.5714,23.7735
439500,,,50,50,17,86.3484,769.1267,-44.1818,-44.1823,-562.1254,116677.8906,8.7299,225.4932,18.5419,,,
440000,,,50,50,17,85.8588,572.2267,-44.1818,-44.1823,-766.1473,61160.6602,10.2299,266.667,9.4512,,,
440000,14337.6731,1000.0,,,,,,,,,,,,,,,
440000,,,,,,,,,,,,,,,1000,13352.2952,18.163
440500,,,50,50,18,79.3179,731.2277,-44.1817,-44.1823,-604.1722,66103.1641,12.9822,216.6068,15.249,,,
441000,,,50,50,17,87.03,843.0784,-44.1819,-44.1823,-492.2299,106332.375,12.2415,307.5126,19.1307,,,
441000,,,,,,,,,,,,,,,1000,13343.9219,23.8153
441500,,,50,50,17,79.126,682.0504,-44.1819,-44.1823,-648.2505,55942.0117,11.1846,215.0389,31.7664,,,
442000,,,50,50,17,80.922,707.934,-44.1818,-44.1823,-620.4132,49031.0117,10.9066,323.3433,14.0309,,,
442000,,,,,,,,,,,,,,,1000,13238.8614,23.3038
442500,,,50,50,18,78.1412,662.1194,-44.1818,-44.1823,-668.4824,61821.2578,15.5579,400.5128,10.4251,,,
443000,,,50,50,17,84.1798,673.8284,-44.1819,-44.1823,-665.3627,106258.0391,10.0983,214.0496,26.5663,,,
443000,,,,,,,,,,,,,,,1000,13380.8226,23.4805
443500,,,50,50,17,85.4015,820.0256,-44.1818,-44.1823,-503.7039,96295.1172,8.9218,382.4141,13.7883,,,
444000,,,50,50,17,84.1017,867.72,-44.1818,-44.1823,-467.7578,210676.9062,9.0313,365.562,15.187,,,
444000,,,,,,,,,,,,,,,1000,13127.3467,20.6192
444500,,,50,50,18,83.5646,868.6612,-44.1818,-44.1823,-469.3034,172906.6562,12.0547,323.4689,12.7802,,,
445000,,,50,50,18,76.037,694.472,-44.1819,-44.1823,-630.6884,47302.293,10.0141,486.3144,27.8127,,,
445000,14327.5445,1000.0,,,,,,,,,,,,,,,
445000,,,,,,,,,,,,,,,1000,13195.2954,16.1992
445500,,,50,50,18,86.5297,627.9486,-44.1819,-44.1823,-708.0323,96708.2422,12.067,319.4966,8.7872,,,
446000,,,50,50,18,79.1322,567.2271,-44.1819,-44.1823,-773.0916,31237.3535,10.4986,442.3797,9.5392,,,
446000,,,,,,,,,,,,,,,1000,13634.428,21.1464
446500,,,50,50,17,84.429,760.7115,-44.1818,-44.1823,-577.7968,107462.4062,16.8549,395.7028,32.9191,,,
447000,,,50,50,17,79.9708,764.3266,-44.1818,-44.1823,-579.3499,102673.0391,15.7146,412.4453,9.3619,,,
447000,,,,,,,,,,,,,,,1000,13741.4731,21.3645
447500,,,50,50,17,90.6046,626.4506,-44.1819,-44.1823,-717.4382,76530.6016,11.6348,305.2804,12.8881,,,
448000,,,50,50,18,84.1946,577.6283,-44.1818,-44.1823,-766.0029,49055.5664,9.3327,220.1069,10.969,,,
448000,,,,,,,,,,,,,,,1000,13602.477,22.2609
448500,,,50,50,17,80.9394,739.0709,-44.1818,-44.1823,-599.4851,68685.0078,11.5253,391.837,13.1621,,,
449000,,,50,50,18,83.6981,709.0173,-44.1819,-44.1823,-643.4334,62620.7227,30.5304,960.7677,19.3725,,,
449000,,,,,,,,,,,,,,,1000,13448.5745,21.0317
449500,,,50,50,18,78.1276,689.1279,-44.1818,-44.1823,-654.3262,49239.457,10.5415,263.3027,15.1041,,,
450000,,,50,50,18,88.122,638.1337,-44.1819,-44.1823,-706.9818,71831.5859,10.1085,451.2652,22.4059,,,
450000,14322.5106,1000.0,,,,,,,,,,,,,,,
450000,,,,,,,,,,,,,,,1000,13334.2865,15.851
450500,,,50,50,17,88.9353,706.5189,-44.1819,-44.1823,-649.5175,110332.4375,8.4478,348.7701,13.3278,,,
451000,,,50,50,18,81.1943,605.9869,-44.1819,-44.1823,-747.4704,30081.416,11.5382,230.8879,15.5162,,,
451000,,,,,,,,,,,,,,,1000,13490.8734,21.5698
451500,,,50,50,19,76.5369,631.7451,-44.1817,-44.1823,-710.4513,79341.3047,11.4904,428.1727,22.8219,,,
452000,,,50,50,18,83.5738,657.7933,-44.1818,-44.1823,-695.5852,94345.9688,12.5301,279.1509,10.7049,,,
452000,,,,,,,,,,,,,,,1000,13714.6449,21.1595
452500,,,50,50,18,79.7142,635.9271,-44.1819,-44.1823,-718.733,78326.1953,11.8197,304.3842,14.1131,,,
453000,,,50,50,19,81.7069,616.7323,-44.1818,-44.1823,-730.5206,71361.0312,9.6695,387.4621,28.1456,,,
453000,,,,,,,,,,,,,,,1000,13284.7979,21.5949
453500,,,50,50,18,76.3519,642.6912,-44.1819,-44.1823,-712.1496,47746.5,11.9268,267.5248,18.164,,,
454000,,,50,50,17,87.2248,685.7737,-44.1818,-44.1823,-667.2285,134143.3906,13.1997,729.4448,10.2117,,,
454000,,,,,,,,,,,,,,,1000,13421.3805,21.1085
454500,,,50,50,18,78.0277,755.1586,-44.1819,-44.1823,-598.3182,146099.125,11.039,645.6523,16.2477,,,
455000,,,50,50,18,72.9092,627.9153,-44.1819,-44.1823,-725.3401,70199.0859,9.9567,421.306,9.8834,,,
455000,14718.6837,1000.0,,,,,,,,,,,,,,,
455000,,,,,,,,,,,,,,,1000,13723.5246,16.3351
455500,,,50,50,18,83.6536,670.9691,-44.1819,-44.1823,-680.7345,79883.1953,8.8811,262.1401,21.7659,,,
456000,,,50,50,18,74.6516,642.5122,-44.182,-44.1823,-713.5663,56195.3828,9.6907,500.3268,21.6845,,,
456000,,,,,,,,,,,,,,,1000,10539.2036,21.8783
456500,,,50,50,19,73.7905,724.4046,-44.1818,-44.1823,-620.3952,75256.6953,10.3328,350.2017,26.2164,,,
457000,,,50,50,19,69.8252,646.4692,-44.1819,-44.1823,-702.3999,77997.2812,14.9256,399.0526,20.9592,,,
457000,,,,,,,,,,,,,,,1000,13847.8465,20.5118
457500,,,50,50,19,78.3765,1036.3212,-44.1819,-44.1823,-313.1079,264530.8438,15.268,371.839,19.8358,,,
458000,,,50,50,18,80.5879,680.4465,-44.1818,-44.1823,-672.3184,57350.6172,12.0668,304.1693,7.9991,,,
458000,,,,,,,,,,,,,,,1000,13429.2497,21.992
458500,,,50,50,18,72.6339,864.1968,-44.1819,-44.1823,-487.741,109900.1719,9.4024,275.6093,14.4854,,,
459000,,,50,50,19,76.008,735.6194,-44.1819,-44.1823,-618.6377,93049.4141,8.9408,270.5497,18.1956,,,
459000,,,,,,,,,,,,,,,1000,13845.8514,21.6225
459500,,,50,50,18,71.0741,764.0876,-44.1818,-44.1823,-596.345,68728.5938,8.9171,248.431,26.7377,,,
460000,,,50,50,18,78.1972,608.1042,-44.1818,-44.1823,-752.4257,25286.6035,12.3737,295.7164,24.9064,,,
460000,14727.1537,1000.0,,,,,,,,,,,,,,,
460000,,,,,,,,,,,,,,,1000,13419.5644,15.7883
460500,,,50,50,18,75.8051,847.8861,-44.1818,-44.1823,-504.8466,88683.25,10.1763,341.2581,15.2178,,,
461000,,,50,50,18,80.0244,653.5469,-44.1818,-44.1823,-701.0659,98159.0234,13.7503,267.8036,21.5825,,,
461000,,,,,,,,,,,,,,,1000,13976.8246,20.0234
461500,,,50,50,18,78.2209,658.7672,-44.1817,-44.1823,-705.975,91247.1328,9.8419,430.1562,17.7686,,,
462000,,,50,50,19,68.3945,586.1272,-44.1818,-44.1823,-773.8807,39593.25,10.3225,250.9592,15.8346,,,
462000,,,,,,,,,,,,,,,1000,13976.4902,21.8626
462500,,,50,50,19,74.2985,662.6724,-44.1819,-44.1823,-698.8052,42215.9062,8.5139,321.7242,23.5495,,,
463000,,,50,50,17,83.8545,644.0921,-44.1819,-44.1823,-729.171,72487.8906,12.5351,279.8226,13.9407,,,
463000,,,,,,,,,,,,,,,1000,14044.1015,23.9161
463500,,,50,50,19,80.4389,624.6073,-44.1819,-44.1823,-745.5155,95643.6328,9.8724,235.5204,23.9465,,,
464000,,,50,50,19,77.7803,643.428,-44.1819,-44.1823,-721.4014,37920.5352,10.4285,242.8415,19.7562,,,
464000,,,,,,,,,,,,,,,1000,13530.3509,23.0217
464500,,,50,50,17,81.076,633.8345,-44.1818,-44.1823,-734.5198,54767.7031,11.4075,306.4655,26.1277,,,
465000,,,50,50,18,78.7563,682.6983,-44.1818,-44.1823,-682.2116,67723.5312,13.1616,355.6733,14.3663,,,
465000,14915.9381,1000.0,,,,,,,,,,,,,,,
465000,,,,,,,,,,,,,,,1000,13594.8727,17.1358
465500,,,50,50,18,74.7437,615.9208,-44.1819,-44.1823,-755.2856,30488.1523,9.1455,228.0367,13.1133,,,
466000,,,50,50,19,78.0862,521.3217,-44.1819,-44.1823,-851.1014,25296.0781,8.555,306.8055,15.3224,,,
466000,,,,,,,,,,,,,,,1000,13998.3458,25.0685
466500,,,50,50,18,82.3926,612.0708,-44.1818,-44.1823,-746.0059,57992.3711,9.6672,277.0627,11.7988,,,
467000,,,50,50,19,72.6031,642.0541,-44.1818,-44.1823,-726.2672,84566.4531,13.2983,339.1253,24.9349,,,
467000,,,,,,,,,,,,,,,1000,14023.4702,24.9543
467500,,,50,50,18,76.5563,578.2206,-44.1819,-44.1823,-795.3487,23108.0137,11.2202,485.8878,18.7204,,,
468000,,,50,50,18,71.2191,571.8501,-44.1819,-44.1823,-793.979,23369.3613,10.5728,348.8615,11.5548,,,
468000,,,,,,,,,,,,,,,1000,13575.5066,24.7817
468500,,,50,50,18,77.3654,643.8102,-44.1819,-44.1823,-728.8801,132611.3281,11.2399,509.6181,10.4497,,,
469000,,,50,50,18,74.0189,932.3627,-44.1818,-44.1823,-445.7032,166949.6719,11.8507,330.7928,15.0478,,,
469000,,,,,,,,,,,,,,,1000,13671.2091,23.8569
469500,,,50,50,19,71.9894,581.757,-44.1819,-44.1823,-792.1666,54600.9688,11.6195,345.8406,22.7231,,,
470000,,,50,50,19,71.6445,565.9179,-44.1819,-44.1823,-813.8033,32032.8633,8.0366,228.0296,15.789,,,
470000,14966.9337,1000.0,,,,,,,,,,,,,,,
470000,,,,,,,,,,,,,,,1000,14030.1946,17.7516
470500,,,50,50,18,77.2386,708.9647,-44.1819,-44.1823,-669.1473,141657.0312,10.5217,555.1738,23.679,,,
471000,,,50,50,18,80.3776,681.7877,-44.1819,-44.1823,-698.0639,82420.4766,19.0507,421.9414,14.6599,,,
471000,,,,,,,,,,,,,,,1000,13597.601,23.1612
471500,,,50,50,18,71.6927,703.1821,-44.1818,-44.1823,-675.0919,33872.4414,11.2662,265.0646,24.221,,,
472000,,,50,50,18,72.5182,723.6165,-44.1816,-44.1823,-660.8364,128691.1484,10.8591,257.7414,10.175,,,
472000,,,,,,,,,,,,,,,1000,14234.6655,24.3168
472500,,,50,50,18,74.9113,630.1614,-44.1819,-44.1823,-756.6276,84173.5703,11.1081,385.546,17.3211,,,
473000,,,50,50,18,70.3591,783.2382,-44.1818,-44.1823,-602.8099,170661.6094,14.8096,347.5396,17.9462,,,
473000,,,,,,,,,,,,,,,1000,13784.6545,25.1755
473500,,,50,50,17,75.6355,580.1631,-44.1819,-44.1823,-805.5917,67410.2969,10.3904,262.2352,16.1102,,,
474000,,,50,50,17,84.9172,624.4679,-44.1818,-44.1823,-766.2733,44783.9688,9.4936,256.4482,26.3422,,,
474000,,,,,,,,,,,,,,,1000,13949.5132,24.6604
474500,,,50,50,16,85.9709,720.2744,-44.1818,-44.1823,-673.9382,118889.2344,12.3586,275.3397,9.206,,,
475000,,,50,50,17,77.2636,702.0491,-44.1817,-44.1823,-685.692,107311.0625,9.3753,258.1935,28.8661,,,
475000,15001.7804,1000.0,,,,,,,,,,,,,,,
475000,,,,,,,,,,,,,,,1000,13733.8051,18.104
475500,,,50,50,18,83.0943,613.9434,-44.1819,-44.1823,-775.281,38678.1719,13.4442,404.0877,30.6606,,,
476000,,,50,50,17,94.1914,705.0084,-44.1819,-44.1823,-698.6598,66941.6875,17.5535,495.2165,23.5161,,,
476000,,,,,,,,,,,,,,,1000,13742.5767,23.2484
476500,,,50,50,17,82.0098,614.1135,-44.1819,-44.1823,-781.0287,50035.3203,10.6936,194.6906,11.0347,,,
477000,,,50,50,18,70.963,679.6831,-44.1819,-44.1823,-710.2117,83738.1484,10.8657,341.6914,16.8408,,,
477000,,,,,,,,,,,,,,,1000,13976.2767,24.3916
477500,,,50,50,19,67.4639,623.0776,-44.182,-44.1823,-769.1495,67371.7891,11.1078,327.7647,20.4064,,,
478000,,,50,50,17,77.115,663.5696,-44.1818,-44.1823,-737.3809,46234.4961,10.2864,323.8137,17.0839,,,
478000,,,,,,,,,,,,,,,1000,13801.7677,23.9656
478500,,,50,50,17,75.2349,650.4496,-44.1818,-44.1823,-750.6583,54062.4531,10.4846,351.8674,27.8574,,,
479000,,,50,50,19,75.0877,652.5834,-44.1819,-44.1823,-745.2867,71996.0703,11.7345,477.3897,16.0228,,,
479000,,,,,,,,,,,,,,,1000,13570.8116,24.6822
479500,,,50,50,18,76.2426,688.0312,-44.1818,-44.1823,-713.1058,139072.8906,10.3372,414.8231,12.5011,,,
480000,,,50,50,18,82.7114,537.1415,-44.1819,-44.1823,-868.4432,30431.291,12.3842,352.4928,26.6891,,,
480000,15039.2964,1000.0,,,,,,,,,,,,,,,
480000,,,,,,,,,,,,,,,1000,14080.2344,17.0493
480500,,,50,50,17,73.9614,670.9854,-44.1818,-44.1823,-725.1328,56004.2773,10.1048,472.9035,19.8064,,,
481000,,,50,50,19,68.3702,660.8684,-44.1819,-44.1823,-734.616,103216.7188,9.2917,433.9816,13.2678,,,
481000,,,,,,,,,,,,,,,1000,13689.4098,25.1388
481500,,,50,50,19,76.0463,634.2036,-44.1818,-44.1823,-769.2827,67604.5391,14.4151,369.61,17.9398,,,
482000,,,50,50,18,75.5091,561.6179,-44.1819,-44.1823,-840.9778,33193.3945,12.5437,569.3809,41.2225,,,
482000,,,,,,,,,,,,,,,1000,13879.0568,22.9948
482500,,,50,50,18,78.123,690.0909,-44.1818,-44.1823,-715.6556,76667.0156,10.5719,259.9314,15.2092,,,
483000,,,50,50,17,74.9837,571.1329,-44.182,-44.1823,-836.9037,47385.0547,13.2955,320.6976,11.9992,,,
483000,,,,,,,,,,,,,,,1000,14128.649,24.2071
483500,,,50,50,17,82.7661,697.1368,-44.1818,-44.1823,-707.3107,101935.4609,10.5295,273.2307,21.2768,,,
484000,,,50,50,17,81.2673,563.3733,-44.1819,-44.1823,-841.8402,50644.7578,9.5686,405.5771,21.5911,,,
484000,,,,,,,,,,,,,,,1000,14338.4676,23.6471
484500,,,50,50,17,77.0058,653.2474,-44.1819,-44.1823,-752.7164,70566.9766,10.7013,317.5676,17.2101,,,
485000,,,50,50,18,71.4579,585.4756,-44.1819,-44.1823,-826.0188,50011.7461,13.7697,848.527,22.031,,,
485000,15113.8407,1000.0,,,,,,,,,,,,,,,
485000,,,,,,,,,,,,,,,1000,10816.1207,16.6756
485500,,,50,50,17,81.8913,573.1765,-44.1819,-44.1823,-845.1152,56828.0039,13.0731,368.1424,13.7091,,,
486000,,,50,50,19,84.791,628.4678,-44.1819,-44.1823,-786.2594,43496.457,10.4264,291.0809,9.4881,,,
486000,,,,,,,,,,,,,,,1000,14406.5063,24.4384
486500,,,50,50,18,79.5982,632.1742,-44.1819,-44.1823,-784.2987,75031.3516,12.6104,337.045,21.572,,,
487000,,,50,50,19,67.9919,664.2795,-44.1818,-44.1823,-744.1322,42709.9336,14.3664,759.2275,15.8367,,,
487000,,,,,,,,,,,,,,,1000,14264.464,23.7349
487500,,,50,50,19,70.662,639.9418,-44.1819,-44.1823,-771.7496,88946.4219,12.2415,535.4287,26.7819,,,
488000,,,50,50,17,78.8806,642.2454,-44.182,-44.1823,-777.4501,42511.5781,11.9767,452.0268,23.5038,,,
488000,,,,,,,,,,,,,,,1000,14172.7969,28.6265
488500,,,50,50,18,68.4748,632.7115,-44.1819,-44.1823,-774.9088,38867.5156,15.6504,352.1397,40.9234,,,
489000,,,50,50,18,68.9195,701.2842,-44.1819,-44.1823,-717.2179,93719.7891,9.9008,268.8038,25.1386,,,
489000,,,,,,,,,,,,,,,1000,13571.6215,35.5423
489500,,,50,50,18,77.5759,698.8865,-44.182,-44.1823,-723.3903,101582.8125,12.0027,309.5083,22.4817,,,
490000,,,50,50,19,69.8083,712.1978,-44.1819,-44.1823,-702.4338,72324.8125,12.5387,567.0488,29.9487,,,
490000,15249.5279,1000.0,,,,,,,,,,,,,,,
490000,,,,,,,,,,,,,,,1000,14440.5219,25.5719
490500,,,50,50,20,73.3008,818.3749,-44.1818,-44.1823,-582.4442,132290.375,13.7368,302.7975,28.0199,,,
491000,,,50,50,17,70.7174,636.1885,-44.1819,-44.1823,-783.3298,76100.3594,27.85,1220.7579,13.3103,,,
491000,,,,,,,,,,,,,,,1000,14024.0149,31.3388
491500,,,50,50,19,75.4298,717.5964,-44.1819,-44.1823,-704.4819,115784.4922,14.0259,475.8543,15.0498,,,
492000,,,50,50,18,67.904,623.9815,-44.1819,-44.1823,-791.2844,36199.2734,11.7695,364.8659,25.6461,,,
492000,,,,,,,,,,,,,,,1000,14383.2532,34.4528
492500,,,50,50,18,73.3787,767.2519,-44.1819,-44.1823,-652.6675,58399.4375,13.327,331.6418,30.0512,,,
493000,,,50,50,18,75.2402,621.6617,-44.1819,-44.1823,-800.1837,49924.0586,18.265,513.1569,21.2885,,,
493000,,,,,,,,,,,,,,,1000,14456.6365,36.6968
493500,,,50,50,17,74.8719,607.757,-44.1819,-44.1823,-820.7136,55017.1641,11.0101,311.6097,22.6123,,,
494000,,,50,50,18,68.9262,731.9248,-44.1819,-44.1823,-694.7312,73299.6172,11.4862,268.2354,14.9832,,,
494000,,,,,,,,,,,,,,,1000,14512.4727,31.6481
494500,,,50,50,17,80.3069,577.6884,-44.1819,-44.1823,-851.7919,34354.207,11.019,318.6007,12.2713,,,
495000,,,50,50,19,75.4771,840.2002,-44.1819,-44.1823,-570.5273,111721.6484,18.3095,580.6156,18.0857,,,
495000,15189.1211,1000.0,,,,,,,,,,,,,,,
495000,,,,,,,,,,,,,,,1000,12148.0533,26.1221
