env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
473000,,,,,,,,,,,,,,1000,5880.6127,33.0522
473500,,,50,49,3,105.138,-615.4947,13.431,2.8773,-11.8628,10.8396,256.0968,15.4091,,,
474000,,,50,42,3,129.3405,-629.369,10.3448,3.8837,-19.3721,10.153,116.0581,12.3732,,,
474000,,,,,,,,,,,,,,1000,5822.0777,32.4157
474500,,,50,44,3,130.3091,-608.1083,20.3904,3.2322,-16.7407,8.7754,188.2315,10.0847,,,
475000,,,50,43,3,133.7011,-618.727,16.1057,3.3388,-14.9355,10.0968,241.6373,11.895,,,
475000,5488.276,1000.0,,,,,,,,,,,,,,
475000,,,,,,,,,,,,,,1000,6233.0364,28.2641
475500,,,50,44,3,125.946,-599.4741,51.926,3.0173,-9.6108,8.9734,196.0054,7.3578,,,
476000,,,50,44,3,138.2445,-610.9803,10.4188,2.9406,-16.4053,10.0965,106.8212,11.5187,,,
476000,,,,,,,,,,,,,,1000,6269.7973,31.885
476500,,,50,45,3,129.8764,-615.2565,17.2539,2.6745,-8.8481,12.9475,255.3208,14.1392,,,
477000,,,50,42,3,130.1431,-597.2566,14.6944,6.4047,-21.9092,7.1628,103.7207,11.5334,,,
477000,,,,,,,,,,,,,,1000,6031.6494,31.9955
477500,,,50,40,3,145.2865,-601.9055,28.5322,7.0392,-22.542,10.8294,213.1215,11.0053,,,
478000,,,50,44,3,133.0081,-605.4219,10.9506,2.4946,-16.7056,9.3422,89.7285,16.7151,,,
478000,,,,,,,,,,,,,,1000,6098.9287,31.4911
478500,,,50,40,2,141.0254,-613.1661,9.3231,3.4137,-16.458,11.1991,169.3874,11.7012,,,
479000,,,50,35,2,175.185,-612.6541,6.9156,6.7195,-32.7036,11.2814,212.9364,8.6428,,,
479000,,,,,,,,,,,,,,1000,6344.8855,32.0207
479500,,,50,42,2,135.3412,-614.5464,44.0082,3.6266,-21.1016,9.5703,163.6588,11.5341,,,
480000,,,50,47,3,112.3722,-593.5799,45.6558,28.6112,-44.5928,8.6839,98.9001,10.8911,,,
480000,6226.8579,1000.0,,,,,,,,,,,,,,
480000,,,,,,,,,,,,,,1000,6052.0525,28.4076
480500,,,50,46,3,131.0986,-620.2162,19.7644,5.4319,-27.96,16.9121,429.6723,13.2565,,,
481000,,,50,41,2,135.2816,-608.2222,44.854,5.2575,-18.168,8.4801,157.205,16.0524,,,
481000,,,,,,,,,,,,,,1000,6299.3776,31.8284
481500,,,50,48,3,108.3757,-600.4456,14.7243,4.298,-11.1172,8.2716,141.1226,11.8512,,,
482000,,,50,49,4,105.0536,-612.6735,23.5014,5.5276,-9.5332,10.067,118.6522,13.9316,,,
482000,,,,,,,,,,,,,,1000,6081.8938,31.7223
482500,,,50,46,3,114.4716,-610.9709,22.4158,3.655,-19.8652,10.3251,104.3478,10.8966,,,
483000,,,50,45,4,119.5546,-628.0206,9.2993,3.7122,-15.0728,8.1765,212.8833,21.809,,,
483000,,,,,,,,,,,,,,1000,5728.4705,31.6866
483500,,,50,44,3,126.448,-604.6085,12.9059,7.9133,-27.6919,14.7147,185.9026,10.0734,,,
484000,,,50,46,3,121.8253,-600.5514,15.1349,13.4307,-29.3223,10.2521,311.3936,10.3859,,,
484000,,,,,,,,,,,,,,1000,6256.4021,31.135
484500,,,50,45,3,130.1378,-606.2469,106.2026,6.2511,-25.6338,9.2417,132.7523,14.7275,,,
485000,,,50,44,3,125.5449,-618.856,9.1048,3.1796,-21.9854,10.6528,167.5182,20.8307,,,
485000,6662.1628,1000.0,,,,,,,,,,,,,,
485000,,,,,,,,,,,,,,1000,6190.4428,28.4817
485500,,,50,39,2,157.846,-609.7401,24.5754,4.2444,-21.2695,8.7188,132.7726,11.844,,,
486000,,,50,37,2,163.5657,-601.5017,24.5504,3.338,-22.5605,10.9712,226.0072,8.9352,,,
486000,,,,,,,,,,,,,,1000,6117.1448,31.6622
486500,,,50,34,2,175.7749,-597.9315,23.1474,10.9401,-39.2783,9.6809,169.4714,15.3791,,,
487000,,,50,46,3,118.219,-614.9791,13.4813,3.9873,-15.8271,12.9675,337.6406,9.2665,,,
487000,,,,,,,,,,,,,,1000,6037.2122,31.754
487500,,,50,49,3,106.6224,-622.9997,7.9788,4.8338,-14.4233,11.5035,213.3578,10.0824,,,
488000,,,50,40,2,151.1859,-611.2035,23.7385,2.805,-19.0737,8.3778,170.1849,12.3072,,,
488000,,,,,,,,,,,,,,1000,6319.8128,31.1563
488500,,,50,42,2,139.2101,-600.7776,11.5483,3.2672,-8.3047,10.1461,94.9539,14.2147,,,
489000,,,50,41,2,135.7381,-613.5923,20.7292,6.3915,-25.8406,8.0881,129.3709,20.2819,,,
489000,,,,,,,,,,,,,,1000,6470.0154,32.0961
489500,,,50,39,2,150.1128,-616.419,10.3282,4.5356,-22.5659,11.17,494.277,8.3962,,,
490000,,,50,45,2,119.7384,-614.7202,8.0278,2.7812,-16.751,6.5748,161.7495,12.7907,,,
490000,6864.5138,1000.0,,,,,,,,,,,,,,
490000,,,,,,,,,,,,,,1000,5993.8004,28.8893
490500,,,50,42,2,140.6579,-594.4943,18.5002,8.2611,-21.5898,10.8573,260.6576,10.4573,,,
491000,,,50,41,2,136.5611,-599.7214,21.4375,9.994,-32.7178,9.8061,175.364,10.181,,,
491000,,,,,,,,,,,,,,1000,6399.4819,31.9441
491500,,,50,39,2,151.4398,-603.173,12.6737,9.5855,-20.4541,11.7754,264.5383,11.9148,,,
492000,,,50,36,2,166.9942,-599.2618,14.3444,11.095,-25.7217,9.8753,110.8876,28.6342,,,
492000,,,,,,,,,,,,,,1000,5893.6858,31.8567
492500,,,50,47,3,111.5058,-622.8492,11.4244,3.7375,-18.5635,10.0077,103.1986,14.6199,,,
493000,,,50,49,3,102.3311,-600.8044,17.8513,3.2089,-4.8452,13.0378,138.3797,11.0108,,,
493000,,,,,,,,,,,,,,1000,5693.296,32.5284
493500,,,50,48,3,106.881,-612.7169,10.5107,5.6667,-17.2036,9.749,92.2946,10.3051,,,
494000,,,50,43,3,130.2342,-616.4403,8.4197,3.4031,-21.1953,7.5287,134.9546,9.1454,,,
494000,,,,,,,,,,,,,,1000,6450.4132,31.9141
494500,,,50,41,2,150.3564,-602.3343,13.8512,10.2383,-30.0,9.3609,134.7493,10.2527,,,
495000,,,50,46,3,131.1581,-598.6869,45.7833,25.3858,-28.6465,12.9698,251.2745,11.1614,,,
495000,6973.7474,1000.0,,,,,,,,,,,,,,
495000,,,,,,,,,,,,,,1000,6439.6736,28.5166
