env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
77000,,,518.0213,517578.1875,25738920.0,518.0213,5.785,462.1268,5.3335,,,
77000,,,,,,,,,,1000,6138.8015,76.2281
77500,,,453.5192,453074.3125,17896986.0,453.5192,5.5238,360.9185,4.1026,,,
78000,,,460.9219,460471.0312,14056351.0,460.9219,5.1817,222.0576,4.6232,,,
78000,,,,,,,,,,1000,6206.2293,77.6887
78500,,,528.9715,528523.4375,20899480.0,528.9715,5.237,359.4709,5.6485,,,
79000,,,483.9226,483468.1875,19087802.0,483.9226,4.7589,232.76,5.4631,,,
79000,,,,,,,,,,1000,6140.7209,76.6488
79500,,,476.4946,476039.625,14774164.0,476.4946,6.3814,274.4058,7.957,,,
80000,,,602.8553,602396.9375,39618792.0,602.8553,5.7743,203.1771,10.2217,,,
80000,7208.1619,1000.0,,,,,,,,,,
80000,,,,,,,,,,1000,6259.4549,61.3526
80500,,,554.8723,554414.5,32358534.0,554.8723,5.4133,271.4738,8.337,,,
81000,,,482.0891,481626.25,19139832.0,482.0891,5.247,241.3022,6.9017,,,
81000,,,,,,,,,,1000,6488.8976,77.2319
81500,,,447.0641,446596.9688,15963602.0,447.0641,5.8431,482.734,4.538,,,
82000,,,458.0649,457598.3125,12675231.0,458.0649,5.4302,205.0738,8.0566,,,
82000,,,,,,,,,,1000,6344.7054,78.1572
82500,,,493.056,492590.75,12563647.0,493.056,5.6081,530.8553,6.528,,,
83000,,,491.6515,491182.4062,15417964.0,491.6515,6.0838,203.5862,6.0498,,,
83000,,,,,,,,,,1000,6609.4687,77.8243
83500,,,446.1755,445705.4375,14418108.0,446.1755,5.419,612.7457,10.8393,,,
84000,,,471.3665,470890.5938,16288231.0,471.3665,6.5374,455.454,8.1001,,,
84000,,,,,,,,,,1000,6646.8363,79.0166
84500,,,508.1624,507686.9375,34806120.0,508.1624,10.5253,427.0287,5.7088,,,
85000,,,508.1732,507691.6875,28830552.0,508.1732,5.6194,186.9077,7.1216,,,
85000,7701.3578,1000.0,,,,,,,,,,
85000,,,,,,,,,,1000,6771.0161,62.6678
85500,,,478.4924,478009.5312,15319941.0,478.4924,5.4399,278.6406,10.434,,,
86000,,,476.531,476046.0,20572476.0,476.531,5.7054,401.3046,6.7576,,,
86000,,,,,,,,,,1000,6838.0123,78.1872
86500,,,486.4218,485932.75,27440450.0,486.4218,5.9081,154.5548,5.939,,,
87000,,,487.9279,487436.2812,16504546.0,487.9279,5.5257,219.0053,6.6466,,,
87000,,,,,,,,,,1000,6936.977,77.0981
87500,,,485.62,485126.5625,25081718.0,485.62,5.3886,142.0607,6.1688,,,
88000,,,511.5902,511093.0,27451910.0,511.5902,5.7291,558.3121,4.1869,,,
88000,,,,,,,,,,1000,7189.569,77.221
88500,,,457.8386,457336.7812,22251574.0,457.8386,5.9138,172.3736,6.5451,,,
89000,,,445.1276,444630.2812,27435216.0,445.1276,6.5045,450.7132,7.0366,,,
89000,,,,,,,,,,1000,7012.3911,78.1102
89500,,,524.8199,524321.1875,17635056.0,524.8199,8.7904,386.3135,5.6576,,,
90000,,,454.8709,454368.6875,16357449.0,454.8709,5.4328,392.1669,8.556,,,
90000,8191.7643,1000.0,,,,,,,,,,
90000,,,,,,,,,,1000,7191.3394,60.7696
90500,,,461.9274,461412.7188,21781918.0,461.9274,5.4825,259.6083,7.0582,,,
91000,,,474.0873,473570.9375,23550354.0,474.0873,6.3187,251.8149,6.4417,,,
91000,,,,,,,,,,1000,7383.7621,80.1867
91500,,,463.2092,462692.375,20082288.0,463.2092,6.76,727.1082,5.8564,,,
92000,,,453.7121,453192.9062,17246172.0,453.7121,6.8229,250.2653,10.2134,,,
92000,,,,,,,,,,1000,7287.3289,76.9152
92500,,,560.2944,559776.75,30972526.0,560.2944,7.385,480.5878,7.3182,,,
93000,,,447.1347,446612.6562,23271260.0,447.1347,6.2655,362.2779,5.5066,,,
93000,,,,,,,,,,1000,7549.4092,77.5365
93500,,,522.1781,521652.1875,35918816.0,522.1781,6.0449,582.7591,5.9262,,,
94000,,,487.9457,487417.3438,21839336.0,487.9457,6.4935,369.5656,7.7108,,,
94000,,,,,,,,,,1000,7621.7517,76.4667
94500,,,485.2991,484766.8125,47111144.0,485.2991,6.7738,390.0532,7.8132,,,
95000,,,468.0544,467516.25,15903400.0,468.0544,7.0957,248.5424,8.1314,,,
95000,8246.1508,1000.0,,,,,,,,,,
95000,,,,,,,,,,1000,7941.5581,61.4853
95500,,,439.1683,438626.5312,11211373.0,439.1683,6.7829,466.3826,6.9974,,,
96000,,,475.6927,475153.2188,20350318.0,475.6927,7.2026,484.312,13.0086,,,
96000,,,,,,,,,,1000,7879.2373,78.5216
96500,,,476.205,475658.0312,20649022.0,476.205,7.3885,587.1335,7.2583,,,
97000,,,464.7325,464181.125,29498464.0,464.7325,8.0916,348.6831,6.8665,,,
97000,,,,,,,,,,1000,8011.0871,79.8242
97500,,,426.2161,425657.1875,14209700.0,426.2161,7.0249,278.6887,5.9602,,,
98000,,,442.6334,442068.3438,20711590.0,442.6334,6.5098,529.8396,5.9027,,,
98000,,,,,,,,,,1000,7916.1255,77.8027
98500,,,441.9652,441404.625,24533080.0,441.9652,6.0333,457.2839,7.4158,,,
99000,,,456.2321,455667.5,14348429.0,456.2321,6.5208,242.1652,13.67,,,
99000,,,,,,,,,,1000,7979.3488,80.011
