env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
178500,,,,,,3,2,1,3017.3618,23.7079,10.5049,6.5983,6.5208,1649.459,0.0
179000,,,,,,3,1,1,2930.6616,51.419,7.0542,35.7885,5.4594,895.4662,0.0
179401,,,1600,-172.4762,22.0222,,,,,,,,,,
179500,,,,,,3,2,1,2981.6631,63.9455,842.785,48.3472,1.7575,515.9379,0.0
180000,,,,,,3,2,1,2983.4509,29.4814,155.0556,14.4541,2.0512,454.3426,0.0
180000,-115.0443,261.3,,,,,,,,,,,,,
180500,,,,,,3,2,1,2966.4175,50.0264,45.9968,31.5884,5.0322,534.9419,0.0
181000,,,,,,3,2,1,3003.2466,22.4545,6.7303,6.8642,1.879,449.7013,0.0
181001,,,1600,-173.203,20.3153,,,,,,,,,,
181500,,,,,,3,2,1,2877.425,33.8213,15.0985,17.3763,1.2142,354.8448,0.0
182000,,,,,,4,2,1,2980.9761,37.8512,280.1024,20.0281,1.5355,135.5626,0.0
182500,,,,,,3,1,1,2945.6372,32.4486,33.11,17.0641,3.3889,1200.2388,0.0
182601,,,1600,-172.7156,21.7357,,,,,,,,,,
183000,,,,,,4,2,1,2984.5178,31.4825,50.0732,15.2572,1.5457,597.1264,0.0
183500,,,,,,4,2,1,2948.5281,55.3573,56.9609,37.0181,4.1245,1627.2288,0.0
184000,,,,,,3,2,1,3000.9297,53.1306,279.9644,36.0851,1.2632,228.6156,0.0
184201,,,1600,-172.3615,21.6475,,,,,,,,,,
184500,,,,,,4,2,1,2949.3115,53.7189,34.6117,36.9049,6.7255,2427.6531,0.0
185000,,,,,,3,2,1,3006.1924,24.029,5.875,8.6694,4.4732,968.848,0.0
185000,-172.0872,1450.9,,,,,,,,,,,,,
185500,,,,,,3,2,1,2966.0144,42.5175,453.3539,27.4531,2.3288,404.584,0.0
185801,,,1600,-172.4989,16.0367,,,,,,,,,,
186000,,,,,,4,2,1,3012.0398,61.4193,774.2423,45.0969,4.1295,1122.9639,0.0
186500,,,,,,4,1,1,2969.283,25.1856,192.7256,10.5912,2.2419,744.3167,0.0
187000,,,,,,3,2,1,2985.228,39.5007,27.008,23.8764,3.0172,570.0982,0.0
187401,,,1600,-173.5716,21.7687,,,,,,,,,,
187500,,,,,,3,1,1,3013.4421,12.7719,3.7776,0.2155,3.3359,606.7401,0.0
188000,,,,,,3,2,1,3002.7788,31.6252,108.7318,16.6495,4.6121,891.1638,0.0
188500,,,,,,3,3,1,3010.2256,22.9973,8.3387,8.6443,4.1915,425.7383,0.0
189000,,,,,,3,1,1,2983.2598,38.8663,18.1337,23.3075,5.812,990.8198,0.0
189001,,,1600,-172.9459,22.2474,,,,,,,,,,
189500,,,,,,3,1,1,2963.4714,22.7531,5.7928,6.4909,8.5081,3546.2,0.0
190000,,,,,,4,3,1,2884.9478,24.6013,114.1128,10.6197,2.6823,493.9241,0.0
190000,-172.4035,1451.2,,,,,,,,,,,,,
190500,,,,,,3,2,1,2933.8303,16.1775,7.9646,0.6089,8.3506,3478.6089,0.0
190601,,,1600,-172.29,15.7619,,,,,,,,,,
191000,,,,,,3,2,1,3008.46,14.8234,6.8721,0.1907,3.1755,753.6697,0.0
191500,,,,,,3,1,1,2984.7012,26.4884,27.4259,13.1918,7.9745,1811.2402,0.0
192000,,,,,,3,2,1,3119.4856,26.7729,307.2582,14.8702,4.077,1434.0105,0.0
192201,,,1600,-171.8646,21.7294,,,,,,,,,,
192500,,,,,,3,2,1,3090.8989,43.2599,46.9813,32.6237,4.8146,966.6276,0.0
193000,,,,,,3,3,1,2875.9609,10.6314,6.8082,0.376,5.2936,388.2728,0.0
193500,,,,,,3,2,1,3041.3474,56.606,120.7806,46.7282,4.5666,741.6989,0.0
193801,,,1600,-173.6191,21.2931,,,,,,,,,,
194000,,,,,,3,1,1,3023.8823,50.6271,19.0344,40.88,5.4809,622.2195,0.0
194500,,,,,,3,1,1,2945.6436,17.2418,4.9995,8.628,6.5328,1713.0828,0.0
195000,,,,,,4,2,1,2961.6438,41.6115,164.8845,32.6717,4.9154,1298.8784,0.0
195000,-179.269,1600.0,,,,,,,,,,,,,
195401,,,1600,-173.2609,15.0687,,,,,,,,,,
195500,,,,,,3,2,1,2938.7942,41.6332,305.4292,31.6362,7.6032,1058.4999,0.0
195518,,,117,-107.3255,22.1345,,,,,,,,,,
196000,,,,,,3,1,1,2994.886,15.8495,5.7617,8.7514,14.615,3774.9697,0.0
196500,,,,,,3,1,1,2957.7261,5.5764,3.5931,0.2992,10.1851,2556.1541,0.0
197000,,,,,,3,1,1,2891.0803,23.1637,70.7244,19.0696,4.2748,1465.3666,0.0
197118,,,1600,-173.4592,21.5308,,,,,,,,,,
197239,,,121,-108.5379,21.5834,,,,,,,,,,
197500,,,,,,3,3,1,2881.137,19.5429,207.6234,10.6008,15.5185,1403.3936,0.0
198000,,,,,,3,1,1,3041.7947,3.7266,5.8991,0.2749,10.8051,338.2103,0.0
198500,,,,,,4,1,1,2897.6362,32.0072,993.7046,27.9404,13.5809,1559.2202,0.0
198839,,,1600,-172.2966,21.5682,,,,,,,,,,
199000,,,,,,3,2,1,2983.9792,34.6203,42.5917,27.4717,31.2599,1383.7667,0.0
199500,,,,,,3,1,1,2972.8389,13.9134,6.73,8.5996,11.6786,1919.5336,0.0
200000,,,,,,3,2,1,2959.2725,10.4803,263.2277,9.9417,7.3375,1645.9706,0.0004
200000,-115.1549,261.5,,,,,,,,,,,,,
200439,,,1600,-172.1014,20.2958,,,,,,,,,,
200500,,,,,,3,1,1,3035.2515,9.2508,5.5152,6.7102,22.2186,1871.0328,0.0
200529,,,90,-106.6224,21.9605,,,,,,,,,,
200643,,,114,-107.5476,21.6671,,,,,,,,,,
200756,,,113,-107.4394,22.3319,,,,,,,,,,
200868,,,112,-107.3089,21.3212,,,,,,,,,,
200955,,,87,-106.5209,21.8884,,,,,,,,,,
201000,,,,,,3,1,1,3053.8564,6.0604,5.8612,8.4832,32.3603,5144.3462,0.0
201069,,,114,-107.5115,20.6293,,,,,,,,,,
201183,,,114,-107.7664,24.4855,,,,,,,,,,
201298,,,115,-107.6787,21.1515,,,,,,,,,,
201411,,,113,-107.7097,22.3152,,,,,,,,,,
201500,,,,,,3,1,1,2846.4041,1.1507,5.333,0.1528,21.8933,1836.087,0.0
201525,,,114,-107.5445,22.5345,,,,,,,,,,
201636,,,111,-107.1992,21.1222,,,,,,,,,,
201750,,,114,-107.653,20.3856,,,,,,,,,,
201852,,,102,-105.1707,20.3579,,,,,,,,,,
201967,,,115,-107.5499,20.655,,,,,,,,,,
202000,,,,,,3,2,1,2945.6138,0.94,7.278,6.5165,24.3423,6611.2812,0.0
202081,,,114,-107.7266,21.2123,,,,,,,,,,
202195,,,114,-107.7057,20.5382,,,,,,,,,,
202284,,,89,-106.4855,20.3886,,,,,,,,,,
202386,,,102,-105.2723,20.3404,,,,,,,,,,
202499,,,113,-107.56,21.6008,,,,,,,,,,
202500,,,,,,3,3,1,2983.8328,3.4077,21.4599,6.9765,22.7856,2508.6401,0.0
202612,,,113,-107.4942,22.7216,,,,,,,,,,
202727,,,115,-107.6987,23.3393,,,,,,,,,,
202841,,,114,-107.6853,20.9671,,,,,,,,,,
202958,,,117,-106.0998,20.7363,,,,,,,,,,
203000,,,,,,3,2,1,2861.8311,17.1327,9.6165,17.4154,38.3073,6557.4658,0.0
203500,,,,,,3,3,1,2933.5608,8.213,108.7285,8.5011,26.4961,2508.6448,0.0
204000,,,,,,3,3,1,2989.7556,20.269,365.8957,30.8528,10.5427,1436.3334,0.0
204500,,,,,,3,2,1,2943.2415,4.6476,897.4147,16.6191,17.2241,4177.6968,0.0
204558,,,1600,-172.2955,21.8582,,,,,,,,,,
204674,,,116,-106.2313,22.9497,,,,,,,,,,
205000,,,,,,3,2,1,2941.6438,41.7592,32.6153,49.1734,14.5365,2711.7305,0.0
205000,-158.1728,1153.9,,,,,,,,,,,,,
205232,,,558,-172.2725,11.3268,,,,,,,,,,
205335,,,103,-129.5994,22.2064,,,,,,,,,,
205500,,,,,,3,2,1,3084.4956,3.2049,7.6918,0.4246,47.7813,4120.8477,0.0
205503,,,168,-121.2385,23.0524,,,,,,,,,,
205602,,,99,-128.8094,21.7479,,,,,,,,,,
205702,,,100,-128.942,21.1628,,,,,,,,,,
205745,,,43,-120.5668,20.3107,,,,,,,,,,
205791,,,46,-119.1749,20.5151,,,,,,,,,,
205837,,,46,-119.8212,21.1269,,,,,,,,,,
205879,,,42,-123.3316,20.6745,,,,,,,,,,
205972,,,93,-115.295,20.6632,,,,,,,,,,
206000,,,,,,3,2,1,2919.2849,28.0883,13.7266,14.879,35.4712,5425.46,0.0
206116,,,144,-118.8718,20.491,,,,,,,,,,
206196,,,80,-118.9355,20.3782,,,,,,,,,,
206268,,,72,-118.3875,19.998,,,,,,,,,,
206340,,,72,-118.3331,23.9801,,,,,,,,,,
206420,,,80,-119.0656,26.9147,,,,,,,,,,
206488,,,68,-117.7521,27.9494,,,,,,,,,,
206500,,,,,,4,2,1,2880.7219,67.1188,122.9231,26.0237,73.7774,8528.8818,0.0
206555,,,67,-117.5307,24.2264,,,,,,,,,,
206622,,,67,-117.6312,21.3067,,,,,,,,,,
206690,,,68,-118.0838,22.4551,,,,,,,,,,
206757,,,67,-117.4714,21.9366,,,,,,,,,,
206824,,,67,-117.496,20.7619,,,,,,,,,,
206892,,,68,-117.8793,20.1246,,,,,,,,,,
206959,,,67,-117.766,20.7008,,,,,,,,,,
207000,,,,,,3,1,1,2934.3831,64.7575,388.4513,21.4655,32.6236,6505.5996,0.0
207026,,,67,-117.8355,20.2627,,,,,,,,,,
207093,,,67,-117.6771,21.5263,,,,,,,,,,
207160,,,67,-117.6834,20.3081,,,,,,,,,,
207227,,,67,-117.4827,20.6565,,,,,,,,,,
207294,,,67,-117.7653,20.3771,,,,,,,,,,
207361,,,67,-117.5868,20.7157,,,,,,,,,,
207429,,,68,-117.7402,21.1706,,,,,,,,,,
207497,,,68,-117.8443,20.9443,,,,,,,,,,
207500,,,,,,3,1,1,3042.2747,58.0984,4.7694,14.9907,37.1223,8849.4629,0.0
207565,,,68,-117.9913,21.2469,,,,,,,,,,
207632,,,67,-117.6729,20.8103,,,,,,,,,,
207699,,,67,-117.8115,20.3764,,,,,,,,,,
207766,,,67,-117.8289,22.4604,,,,,,,,,,
207833,,,67,-117.6628,20.4137,,,,,,,,,,
207901,,,68,-117.9238,21.1286,,,,,,,,,,
207969,,,68,-117.7783,22.0926,,,,,,,,,,
208000,,,,,,3,1,1,2932.4927,62.6755,9.0223,12.7818,50.0681,22236.0117,0.0
208050,,,81,-119.1063,21.7718,,,,,,,,,,
208131,,,81,-119.1609,22.2781,,,,,,,,,,
208203,,,72,-118.3165,25.0287,,,,,,,,,,
208284,,,81,-119.2016,19.7355,,,,,,,,,,
208364,,,80,-118.7525,19.8506,,,,,,,,,,
208444,,,80,-119.0356,21.0838,,,,,,,,,,
208500,,,,,,3,1,1,3020.1372,78.966,312.7291,24.153,19.6149,1833.1912,0.0
208524,,,80,-119.2577,20.2394,,,,,,,,,,
208605,,,81,-119.2413,21.5667,,,,,,,,,,
208685,,,80,-118.8255,20.6797,,,,,,,,,,
208766,,,81,-119.1982,21.6071,,,,,,,,,,
208847,,,81,-119.1881,25.5389,,,,,,,,,,
208919,,,72,-118.4323,25.6795,,,,,,,,,,
208991,,,72,-118.3559,23.7528,,,,,,,,,,
209000,,,,,,3,2,1,2937.552,84.9155,289.6575,27.9486,30.9295,2998.1973,0.0003
209071,,,80,-119.1612,20.3694,,,,,,,,,,
209151,,,80,-119.1019,21.4409,,,,,,,,,,
209223,,,72,-118.2715,23.5467,,,,,,,,,,
209295,,,72,-118.4525,21.1416,,,,,,,,,,
209363,,,68,-117.7817,20.0226,,,,,,,,,,
209431,,,68,-117.7889,23.5298,,,,,,,,,,
209499,,,68,-117.8575,23.5529,,,,,,,,,,
209500,,,,,,3,1,1,3003.6453,59.6053,2.9982,6.4311,93.7336,30981.1074,0.0
209566,,,67,-117.6359,23.7998,,,,,,,,,,
209633,,,67,-117.8476,20.9893,,,,,,,,,,
209700,,,67,-117.8124,20.6839,,,,,,,,,,
209767,,,67,-117.7873,20.0596,,,,,,,,,,
209835,,,68,-117.8122,19.662,,,,,,,,,,
209903,,,68,-118.0865,23.5117,,,,,,,,,,
209970,,,67,-117.7889,23.4859,,,,,,,,,,
210000,,,,,,3,1,1,2997.4739,71.2482,46.224,16.4803,23.9116,9636.1221,0.0
210000,-118.9988,76.6,,,,,,,,,,,,,
210037,,,67,-117.5971,13.491,,,,,,,,,,
210105,,,68,-117.8377,21.7867,,,,,,,,,,
210172,,,67,-117.5002,20.8645,,,,,,,,,,
210240,,,68,-117.9194,22.1669,,,,,,,,,,
210307,,,67,-117.6096,22.9166,,,,,,,,,,
210375,,,68,-117.7896,22.0571,,,,,,,,,,
210443,,,68,-117.8735,21.9116,,,,,,,,,,
210500,,,,,,3,1,1,2983.5708,74.3121,5.6566,22.8962,21.1713,10416.2061,0.0
210510,,,67,-117.5579,23.0662,,,,,,,,,,
210578,,,68,-117.7754,20.9266,,,,,,,,,,
210646,,,68,-117.7495,22.0028,,,,,,,,,,
210713,,,67,-117.5408,23.1703,,,,,,,,,,
210780,,,67,-117.7419,20.9828,,,,,,,,,,
210847,,,67,-117.5391,21.4712,,,,,,,,,,
210914,,,67,-117.5435,20.4443,,,,,,,,,,
210985,,,71,-117.9475,20.627,,,,,,,,,,
211000,,,,,,4,1,1,2971.6545,117.7575,1777.4606,64.0131,26.5424,1149.3191,0.0
211057,,,72,-118.4715,27.7417,,,,,,,,,,
211138,,,81,-119.0745,27.3998,,,,,,,,,,
211210,,,72,-118.2053,24.3735,,,,,,,,,,
211292,,,82,-119.5615,24.1144,,,,,,,,,,
211364,,,72,-118.2804,21.6652,,,,,,,,,,
211435,,,71,-117.9597,21.4756,,,,,,,,,,
211500,,,,,,3,1,1,2981.9587,41.7215,4.6835,0.4287,128.4279,60395.3711,0.0
211516,,,81,-119.1511,21.5245,,,,,,,,,,
211597,,,81,-119.2095,23.6445,,,,,,,,,,
211678,,,81,-119.2146,22.809,,,,,,,,,,
211758,,,80,-119.178,25.4151,,,,,,,,,,
211839,,,81,-118.9482,20.9252,,,,,,,,,,
211910,,,71,-118.1055,21.3264,,,,,,,,,,
211990,,,80,-119.0363,20.8119,,,,,,,,,,
212000,,,,,,3,1,1,2987.6096,58.4388,5.1127,21.0645,140.4694,70973.0781,0.0
212062,,,72,-118.3185,22.3603,,,,,,,,,,
212134,,,72,-118.5161,21.9761,,,,,,,,,,
212202,,,68,-117.8574,21.6309,,,,,,,,,,
212269,,,67,-117.9147,20.5179,,,,,,,,,,
212337,,,68,-117.8884,19.8496,,,,,,,,,,
212405,,,68,-117.7889,20.8713,,,,,,,,,,
212473,,,68,-117.8831,20.6328,,,,,,,,,,
212500,,,,,,3,1,1,2961.8713,71.6802,6.0339,27.6777,41.8451,7929.9619,0.0
212540,,,67,-117.6036,21.3692,,,,,,,,,,
212607,,,67,-117.6404,23.016,,,,,,,,,,
212675,,,68,-117.8769,20.1793,,,,,,,,,,
212742,,,67,-117.6536,21.2433,,,,,,,,,,
212809,,,67,-117.7035,21.9328,,,,,,,,,,
212877,,,68,-117.9216,24.5039,,,,,,,,,,
212945,,,68,-117.7044,20.306,,,,,,,,,,
213000,,,,,,3,1,1,2973.3855,75.795,7.2619,44.0396,54.0251,9297.7012,0.0
213012,,,67,-117.796,24.034,,,,,,,,,,
213079,,,67,-117.4732,20.8139,,,,,,,,,,
213147,,,68,-117.6788,20.2008,,,,,,,,,,
213215,,,68,-117.7801,20.4103,,,,,,,,,,
213283,,,68,-117.6632,20.3983,,,,,,,,,,
213350,,,67,-117.6943,22.6193,,,,,,,,,,
213417,,,67,-117.8142,23.9765,,,,,,,,,,
213485,,,68,-117.7173,20.8276,,,,,,,,,,
213500,,,,,,3,2,1,2954.3435,54.2528,7.5985,29.3418,50.7401,14301.5146,0.0
213552,,,67,-117.7148,19.9451,,,,,,,,,,
213619,,,67,-117.8493,23.3439,,,,,,,,,,
213687,,,68,-117.9956,22.6662,,,,,,,,,,
213754,,,67,-117.5427,20.7731,,,,,,,,,,
213821,,,67,-117.5947,21.0426,,,,,,,,,,
213893,,,72,-118.3354,20.6312,,,,,,,,,,
213964,,,71,-118.0001,21.2389,,,,,,,,,,
214000,,,,,,3,1,1,2957.8604,61.6062,166.1882,17.4803,58.4635,7977.2539,0.0
214035,,,71,-118.0963,22.6536,,,,,,,,,,
214114,,,79,-118.6743,22.9573,,,,,,,,,,
214194,,,80,-118.9422,20.5211,,,,,,,,,,
214266,,,72,-118.2816,23.9437,,,,,,,,,,
214337,,,71,-118.1926,21.6933,,,,,,,,,,
214408,,,71,-117.9672,21.5081,,,,,,,,,,
214489,,,81,-119.4059,23.3863,,,,,,,,,,
214500,,,,,,3,2,1,2997.1924,81.0473,367.7718,24.7871,26.9245,4518.9565,0.0
214570,,,81,-119.0948,21.5976,,,,,,,,,,
214650,,,80,-119.0539,19.4519,,,,,,,,,,
214731,,,81,-119.5147,20.5145,,,,,,,,,,
214802,,,71,-118.0242,21.21,,,,,,,,,,
214874,,,72,-118.3096,20.2901,,,,,,,,,,
214945,,,71,-118.077,21.416,,,,,,,,,,
215000,,,,,,4,2,1,2947.0654,78.1422,441.1336,14.7769,35.0575,4071.6113,0.0
215000,-118.799,74.8,,,,,,,,,,,,,
215014,,,69,-118.146,14.673,,,,,,,,,,
215081,,,67,-117.7069,20.5652,,,,,,,,,,
215149,,,68,-117.6213,20.2501,,,,,,,,,,
215217,,,68,-117.891,24.2187,,,,,,,,,,
215285,,,68,-117.7755,24.6917,,,,,,,,,,
215352,,,67,-117.5132,21.212,,,,,,,,,,
215420,,,68,-117.8108,21.4307,,,,,,,,,,
215487,,,67,-117.6055,21.277,,,,,,,,,,
215500,,,,,,3,1,1,2927.0142,83.3689,5.0648,15.0604,13.653,1648.2472,0.0
215554,,,67,-117.6855,21.8442,,,,,,,,,,
215622,,,68,-117.8533,25.8986,,,,,,,,,,
215690,,,68,-117.8603,25.8506,,,,,,,,,,
215757,,,67,-117.8155,21.7073,,,,,,,,,,
215825,,,68,-117.7442,22.7,,,,,,,,,,
215892,,,67,-117.4771,21.4971,,,,,,,,,,
215959,,,67,-117.5831,20.2042,,,,,,,,,,
216000,,,,,,3,1,1,3009.5906,88.087,8.2922,14.9436,3.5936,1402.6017,0.0
216027,,,68,-117.8317,21.8634,,,,,,,,,,
216094,,,67,-117.7878,21.1234,,,,,,,,,,
216161,,,67,-117.4721,21.2052,,,,,,,,,,
216228,,,67,-117.8451,22.2648,,,,,,,,,,
216296,,,68,-117.9253,21.7666,,,,,,,,,,
216364,,,68,-117.7422,19.9874,,,,,,,,,,
216432,,,68,-117.7723,21.0407,,,,,,,,,,
216499,,,67,-117.5568,24.2944,,,,,,,,,,
216500,,,,,,4,3,1,2983.6414,98.8719,80.4873,21.484,2.9125,871.1786,0.0
216566,,,67,-117.8777,20.4491,,,,,,,,,,
216633,,,67,-117.6002,21.2834,,,,,,,,,,
216700,,,67,-117.6562,21.394,,,,,,,,,,
216780,,,80,-119.1365,20.6929,,,,,,,,,,
216851,,,71,-118.085,22.2244,,,,,,,,,,
216932,,,81,-119.0943,21.2581,,,,,,,,,,
217000,,,,,,3,2,1,2975.3599,108.866,22.0672,31.723,2.2365,507.5908,0.0
217003,,,71,-118.0608,24.1432,,,,,,,,,,
217084,,,81,-119.2608,19.4378,,,,,,,,,,
217156,,,72,-118.2557,22.717,,,,,,,,,,
217237,,,81,-119.2303,22.7937,,,,,,,,,,
217308,,,71,-118.1263,20.7798,,,,,,,,,,
217380,,,72,-118.2036,21.7297,,,,,,,,,,
217451,,,71,-118.2097,20.8128,,,,,,,,,,
217500,,,,,,3,1,1,3033.8425,85.1694,3.3872,6.3078,2.2125,1430.9138,0.0
217523,,,72,-118.5344,20.1443,,,,,,,,,,
217604,,,81,-119.1178,22.2252,,,,,,,,,,
217676,,,72,-118.3574,24.0534,,,,,,,,,,
217757,,,81,-119.1557,23.6449,,,,,,,,,,
217796,,,39,-116.4215,20.7204,,,,,,,,,,
217910,,,114,-107.5957,20.6202,,,,,,,,,,
218000,,,,,,4,2,1,2978.885,117.955,498.0553,42.5975,1.1099,613.7987,0.0
218013,,,103,-106.4885,22.5329,,,,,,,,,,
218126,,,113,-107.6117,24.6837,,,,,,,,,,
218238,,,112,-107.3264,22.7049,,,,,,,,,,
218338,,,100,-105.2721,21.1443,,,,,,,,,,
218449,,,111,-107.0241,22.3162,,,,,,,,,,
218500,,,,,,4,1,1,2997.1643,91.3508,139.7951,18.5818,2.4576,379.1368,0.0
218554,,,105,-107.738,20.7135,,,,,,,,,,
218668,,,114,-107.6224,21.0746,,,,,,,,,,
218770,,,102,-105.2071,22.8668,,,,,,,,,,
218881,,,111,-107.4685,21.5111,,,,,,,,,,
218985,,,104,-106.5519,20.9428,,,,,,,,,,
219000,,,,,,3,2,1,2938.114,114.4252,313.2772,41.5641,0.8346,423.2697,0.0
219100,,,115,-107.6769,22.1907,,,,,,,,,,
219212,,,112,-107.5971,22.062,,,,,,,,,,
219325,,,113,-107.4318,21.4163,,,,,,,,,,
219439,,,114,-107.699,21.9793,,,,,,,,,,
219500,,,,,,3,2,1,2948.0989,78.3207,5.1773,6.6619,1.8775,759.5695,0.0
219550,,,111,-107.1684,22.2902,,,,,,,,,,
219661,,,111,-107.3066,21.2082,,,,,,,,,,
219777,,,116,-107.8929,23.3719,,,,,,,,,,
219878,,,101,-106.3711,22.6785,,,,,,,,,,
220000,,,,,,3,1,1,3036.8896,83.061,4.8943,12.9111,2.0498,435.607,0.0
220000,-115.1355,261.6,,,,,,,,,,,,,
220001,,,123,-109.5341,11.9884,,,,,,,,,,
220111,,,110,-107.2975,20.2462,,,,,,,,,,
220226,,,115,-107.6862,23.0458,,,,,,,,,,
220340,,,114,-107.7763,20.9613,,,,,,,,,,
220451,,,111,-107.3294,22.1994,,,,,,,,,,
220500,,,,,,3,2,1,2958.6836,93.3957,234.3211,22.4582,1.2436,650.4931,0.0
220565,,,114,-107.5607,20.5451,,,,,,,,,,
220682,,,117,-107.833,20.084,,,,,,,,,,
221000,,,,,,3,2,1,3056.5044,119.5299,365.3761,51.1496,0.8028,209.6298,0.0
221500,,,,,,3,2,1,2920.8315,99.5114,117.6351,31.3431,1.0032,381.7679,0.0
222000,,,,,,3,1,1,2979.9419,74.4021,215.9597,8.3241,1.3807,498.9777,0.0
222282,,,1600,-173.73,22.0805,,,,,,,,,,
222500,,,,,,3,2,1,2928.3286,67.306,8.9046,0.9989,0.964,266.1531,0.0
223000,,,,,,3,2,1,2990.6343,65.761,205.1564,1.2842,1.5517,288.4857,0.0
223500,,,,,,3,1,1,3037.6792,71.1715,8.2988,8.5224,0.6661,180.3725,0.0
223882,,,1600,-173.1749,21.8794,,,,,,,,,,
224000,,,,,,3,2,1,2954.6199,68.7444,11.487,7.0893,0.7696,186.0901,0.1587
224500,,,,,,3,1,1,3059.5798,70.3949,109.4724,11.7028,1.675,327.3422,0.0
225000,,,,,,3,1,1,3014.418,65.1315,4.0146,6.3677,1.2993,312.2209,0.0
225000,-157.8871,1153.8,,,,,,,,,,,,,
225482,,,1600,-172.412,16.7605,,,,,,,,,,
225500,,,,,,3,2,1,3116.8953,65.2926,6.2431,6.9452,0.7483,134.4859,0.0
226000,,,,,,3,2,1,2906.2039,79.7944,52.959,21.7324,0.7428,256.1094,0.0
226500,,,,,,3,2,1,2973.0881,63.754,8.0741,6.9417,0.7925,376.5092,0.0
227000,,,,,,3,2,1,2998.8916,72.9802,10.4709,17.6394,0.7118,363.5677,0.0
227082,,,1600,-173.2953,22.0682,,,,,,,,,,
227500,,,,,,4,2,1,2986.3481,106.36,839.296,52.4204,0.6586,251.9055,0.0
228000,,,,,,3,1,1,3030.0349,61.0828,69.9584,9.1673,0.6868,242.9981,0.0
228500,,,,,,3,2,1,2979.6907,65.9488,416.856,13.2069,0.8404,277.6568,0.0
228682,,,1600,-173.4036,21.4008,,,,,,,,,,
229000,,,,,,4,2,1,2980.7573,57.851,12.8616,6.7305,0.7193,256.9283,0.0
229500,,,,,,3,2,1,2967.5286,50.9881,6.5355,0.5856,0.5838,95.8071,0.0
230000,,,,,,3,2,1,2944.7073,55.3048,69.4826,7.2919,0.909,80.4249,0.0
230000,-179.3035,1600.0,,,,,,,,,,,,,
230282,,,1600,-173.2892,15.2278,,,,,,,,,,
230500,,,,,,3,1,1,2902.8142,56.3381,65.7699,9.1677,0.6371,113.3007,0.0
231000,,,,,,3,1,1,2966.0603,54.135,3.8132,6.4145,0.7059,385.8002,0.0
231500,,,,,,3,2,1,2962.7275,59.966,6.8025,12.9375,1.0431,320.1324,0.0
231882,,,1600,-172.426,22.1061,,,,,,,,,,
232000,,,,,,4,1,1,2937.6008,69.9392,373.3773,23.6361,0.7123,356.2162,0.0
232500,,,,,,3,2,1,2982.2939,53.7905,5.0108,8.6529,0.8199,431.792,0.0
233000,,,,,,4,1,1,3018.6099,78.3546,237.6225,33.3656,0.9718,656.6732,0.0
233482,,,1600,-172.5399,22.2474,,,,,,,,,,
233500,,,,,,3,1,1,2951.189,48.5296,2.7388,6.3855,0.8872,331.5548,0.0
234000,,,,,,3,2,1,3027.9165,57.6269,8.23,14.8822,0.7362,374.7244,0.0
234500,,,,,,3,1,1,2988.1836,50.1873,3.6228,8.526,0.615,223.2563,0.0
235000,,,,,,3,1,1,3003.5837,55.8907,4.1331,14.8212,1.2536,355.9006,0.0
235000,-179.2983,1600.0,,,,,,,,,,,,,
235082,,,1600,-173.11,15.3117,,,,,,,,,,
235500,,,,,,3,1,1,2994.7041,47.5781,3.6704,8.307,0.8939,408.6173,0.0
236000,,,,,,3,2,1,2918.2087,47.4342,78.6008,7.343,1.214,660.0801,0.0
236500,,,,,,3,2,1,2924.7097,39.2213,5.3409,0.3661,1.2212,529.874,0.0
236682,,,1600,-172.4051,21.9381,,,,,,,,,,
237000,,,,,,3,2,1,2945.0288,39.7278,3.9945,0.336,0.7495,417.4493,0.0
237500,,,,,,3,2,1,2946.8772,39.0482,6.9822,0.7624,0.5346,252.2446,0.0
238000,,,,,,3,1,1,3008.9316,37.456,4.4074,0.255,0.6032,184.4338,0.0
238282,,,1600,-173.3938,21.343,,,,,,,,,,
238500,,,,,,3,1,1,3002.7512,37.2579,3.9671,0.109,0.5065,160.0228,0.0
239000,,,,,,3,1,1,3004.2329,51.6003,120.8586,15.4194,0.708,83.9544,0.0
239500,,,,,,3,1,1,2944.6174,52.4851,63.465,17.3774,1.0846,343.6637,0.0
239882,,,1600,-173.6205,21.358,,,,,,,,,,
240000,,,,,,3,2,1,2973.8594,54.4029,118.5908,18.5226,0.7396,278.1129,0.0
240000,-115.0871,261.3,,,,,,,,,,,,,
240500,,,,,,3,1,1,3002.8936,41.3967,4.2427,6.5,1.8724,806.8621,0.0
241000,,,,,,3,2,1,3055.6848,67.2089,6.9651,31.7646,0.8573,144.714,0.0
241482,,,1600,-173.4404,20.3548,,,,,,,,,,
241500,,,,,,3,1,1,3152.5349,41.1115,3.8646,6.3549,0.7538,190.2025,0.0
241592,,,110,-107.0519,21.995,,,,,,,,,,
241694,,,102,-107.4323,25.0521,,,,,,,,,,
241807,,,113,-107.4319,22.5028,,,,,,,,,,
241910,,,103,-107.7442,21.0959,,,,,,,,,,
242000,,,,,,3,1,1,3022.0251,57.5637,224.1861,23.2644,0.7143,86.7682,0.0
242025,,,115,-107.6974,20.9548,,,,,,,,,,
242136,,,111,-107.3172,21.9171,,,,,,,,,,
