env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
85000,,,,,,,,,,,,1000,2788.862,78.0908
85500,,,1.1426,0.8298,0.1124,-185.143,10.7959,0.3109,4.3126,36.0033,1.6991,,,
86000,,,1.1344,0.8285,0.1116,-185.8233,9.3058,0.3153,8.6742,62.9701,2.0383,,,
86000,,,,,,,,,,,,1000,2778.7157,96.7489
86500,,,1.085,0.8123,0.1064,-182.685,11.4906,0.2734,4.8104,48.3935,1.7072,,,
87000,,,1.0986,0.8254,0.1094,-189.2088,10.6226,0.2744,4.4913,39.6271,2.1713,,,
87000,,,,,,,,,,,,1000,2870.6165,95.647
87500,,,1.116,0.8285,0.1092,-188.8216,10.0736,0.2921,5.0685,29.2507,1.4584,,,
88000,,,1.1155,0.8346,0.1103,-191.8632,8.8749,0.2874,3.5533,33.9948,2.1981,,,
88000,,,,,,,,,,,,1000,2837.7801,92.4439
88500,,,1.0875,0.8309,0.1071,-188.2581,8.6115,0.2736,4.0487,22.5615,2.4044,,,
89000,,,1.1329,0.831,0.1114,-200.3185,9.1008,0.3046,5.2566,71.1027,2.2535,,,
89000,,,,,,,,,,,,1000,2724.6914,92.9135
89500,,,1.108,0.8273,0.1083,-198.8436,9.5751,0.2725,5.5219,131.1088,3.299,,,
90000,,,1.1071,0.8367,0.1079,-194.6902,7.6297,0.274,4.919,90.7797,1.7232,,,
90000,3220.3999,1000.0,,,,,,,,,,,,
90000,,,,,,,,,,,,1000,2739.4968,77.2309
90500,,,1.1008,0.8349,0.1083,-196.1682,9.738,0.2713,5.7734,56.2565,3.0675,,,
91000,,,1.1058,0.8334,0.1096,-200.119,9.4391,0.2748,4.2652,34.2751,2.3426,,,
91000,,,,,,,,,,,,1000,2924.5235,92.513
91500,,,1.1328,0.8334,0.1127,-199.8387,13.0565,0.3008,4.8454,22.2161,1.3536,,,
92000,,,1.1224,0.8399,0.1093,-195.2054,11.6371,0.2963,3.9872,31.3796,2.0746,,,
92000,,,,,,,,,,,,1000,3025.8934,93.2688
92500,,,1.1214,0.8369,0.1096,-200.2111,9.0801,0.2869,6.2965,48.4349,1.9528,,,
93000,,,1.1276,0.8307,0.1113,-200.8511,10.5466,0.2977,5.0652,58.538,2.3543,,,
93000,,,,,,,,,,,,1000,3105.8929,94.3106
93500,,,1.1541,0.833,0.1128,-200.8267,11.9903,0.3407,4.4072,89.3018,1.862,,,
94000,,,1.0901,0.8482,0.1076,-200.9617,9.3739,0.2528,4.6385,76.5423,2.6709,,,
94000,,,,,,,,,,,,1000,3083.5353,93.1881
94500,,,1.1049,0.8346,0.1078,-203.8555,10.0164,0.2751,5.816,107.3328,1.9514,,,
95000,,,1.1213,0.8327,0.1108,-200.9454,10.2137,0.2975,4.9918,51.7633,1.1454,,,
95000,3197.0873,1000.0,,,,,,,,,,,,
95000,,,,,,,,,,,,1000,3047.9455,77.1674
95500,,,1.1186,0.8339,0.1112,-211.093,11.541,0.2767,4.0818,51.7643,2.3056,,,
96000,,,1.0871,0.8272,0.1055,-203.2908,11.3895,0.2558,4.9858,30.8778,1.7514,,,
96000,,,,,,,,,,,,1000,3100.0818,93.3422
96500,,,1.0971,0.8327,0.1069,-209.2175,10.0116,0.2805,4.7212,22.4034,1.7738,,,
97000,,,1.1284,0.8436,0.1113,-213.1709,10.6411,0.2946,3.7205,90.9186,2.3852,,,
97000,,,,,,,,,,,,1000,3155.2856,92.5487
