env_steps,return,length,train/length,train/return,FPS,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
15250,,,50,-60.6343,103.3311,,,,,,,
15300,,,50,-53.2962,105.491,,,,,,,
15350,,,50,-50.3757,106.4818,,,,,,,
15400,,,50,-48.1072,105.802,,,,,,,
15450,,,50,-59.6476,104.5217,,,,,,,
15500,,,,,,0.004,16.047,4.2432,0.004,0.1977,12.7186,0.6718
15500,,,50,-46.1532,102.1014,,,,,,,
15550,,,50,-47.1237,102.0696,,,,,,,
15600,,,50,-54.6939,101.9908,,,,,,,
15650,,,50,-48.318,102.3578,,,,,,,
15700,,,50,-65.2834,102.9378,,,,,,,
15750,,,50,-45.594,102.9623,,,,,,,
15800,,,50,-52.4105,103.6097,,,,,,,
15850,,,50,-56.4726,106.3232,,,,,,,
15900,,,50,-56.6018,104.8247,,,,,,,
15950,,,50,-56.8606,105.7467,,,,,,,
16000,,,,,,0.0038,16.2455,2.5285,0.0038,0.1796,7.6748,0.5732
16000,,,50,-55.3473,105.1472,,,,,,,
16050,,,50,-50.8083,105.1877,,,,,,,
16100,,,50,-57.1709,105.6719,,,,,,,
16150,,,50,-60.2085,105.0677,,,,,,,
16200,,,50,-48.3119,104.8432,,,,,,,
16250,,,50,-55.8459,105.7167,,,,,,,
16300,,,50,-46.847,105.6618,,,,,,,
16350,,,50,-53.2913,105.4736,,,,,,,
16400,,,50,-52.3878,105.5736,,,,,,,
16450,,,50,-45.9638,105.75,,,,,,,
16500,,,,,,0.0044,16.6388,4.4692,0.0044,0.1879,6.553,0.702
16500,,,50,-50.8578,102.9092,,,,,,,
16550,,,50,-57.9155,102.571,,,,,,,
16600,,,50,-65.7677,102.3062,,,,,,,
16650,,,50,-50.6603,103.1559,,,,,,,
16700,,,50,-60.1103,100.6606,,,,,,,
16750,,,50,-55.9212,102.4216,,,,,,,
16800,,,50,-53.5817,102.2059,,,,,,,
16850,,,50,-56.7744,102.4488,,,,,,,
16900,,,50,-51.877,104.041,,,,,,,
16950,,,50,-65.3162,105.7835,,,,,,,
17000,,,,,,0.0034,17.094,3.5322,0.0034,0.1795,8.33,0.7111
17000,,,50,-51.9182,106.2892,,,,,,,
17050,,,50,-50.3463,107.1435,,,,,,,
17100,,,50,-50.5005,106.8463,,,,,,,
17150,,,50,-54.0536,105.5324,,,,,,,
17200,,,50,-48.1687,105.2714,,,,,,,
17250,,,50,-52.9987,103.5062,,,,,,,
17300,,,50,-60.344,96.6211,,,,,,,
17350,,,50,-47.5584,103.2978,,,,,,,
17400,,,50,-49.8119,102.2762,,,,,,,
17450,,,50,-48.1578,102.1039,,,,,,,
17500,,,,,,0.0033,17.1323,4.1322,0.0033,0.1886,10.0636,0.7701
17500,,,50,-59.309,102.3592,,,,,,,
17550,,,50,-49.5377,102.5974,,,,,,,
17600,,,50,-46.7649,102.0381,,,,,,,
17650,,,50,-58.8599,102.2877,,,,,,,
17700,,,50,-43.2973,101.8532,,,,,,,
17750,,,50,-55.9218,103.0522,,,,,,,
17800,,,50,-58.5512,104.6177,,,,,,,
17850,,,50,-50.1721,102.2733,,,,,,,
17900,,,50,-59.6438,102.5665,,,,,,,
17950,,,50,-55.942,102.9324,,,,,,,
18000,,,,,,0.0028,17.5239,2.2783,0.0028,0.1604,13.5446,0.3495
18000,,,50,-48.8269,101.5494,,,,,,,
18050,,,50,-60.9329,103.0219,,,,,,,
18100,,,50,-52.7008,102.8177,,,,,,,
18150,,,50,-45.6829,102.7825,,,,,,,
18200,,,50,-51.8288,101.2568,,,,,,,
18250,,,50,-53.4626,102.2644,,,,,,,
18300,,,50,-60.856,102.3372,,,,,,,
18350,,,50,-50.7684,101.8019,,,,,,,
18400,,,50,-51.7175,101.8652,,,,,,,
18450,,,50,-50.5844,102.4369,,,,,,,
18500,,,,,,0.0032,17.9745,2.5166,0.0032,0.1715,6.9652,0.3243
18500,,,50,-54.0515,101.9768,,,,,,,
18550,,,50,-50.2763,104.6999,,,,,,,
18600,,,50,-50.7948,102.9058,,,,,,,
18650,,,50,-46.7771,102.9589,,,,,,,
18700,,,50,-57.5654,102.4235,,,,,,,
18750,,,50,-54.946,102.1724,,,,,,,
18800,,,50,-49.2492,102.1256,,,,,,,
18850,,,50,-50.2397,102.045,,,,,,,
18900,,,50,-61.0756,105.3735,,,,,,,
18950,,,50,-60.5119,102.7022,,,,,,,
19000,,,,,,0.0029,18.0736,2.6973,0.0029,0.1868,10.6997,1.5656
19000,,,50,-56.9796,102.1376,,,,,,,
19050,,,50,-47.0286,102.2092,,,,,,,
19100,,,50,-50.3562,102.1587,,,,,,,
19150,,,50,-55.042,102.783,,,,,,,
19200,,,50,-50.6384,103.0986,,,,,,,
19250,,,50,-53.2964,102.2696,,,,,,,
19300,,,50,-54.6027,102.3467,,,,,,,
19350,,,50,-55.2542,104.0429,,,,,,,
19400,,,50,-65.5613,103.729,,,,,,,
19450,,,50,-48.0112,103.5724,,,,,,,
19500,,,,,,0.0026,18.199,3.9675,0.0026,0.1573,15.8285,0.3881
19500,,,50,-58.5676,102.2358,,,,,,,
19550,,,50,-48.5694,102.3954,,,,,,,
19600,,,50,-50.581,102.5725,,,,,,,
19650,,,50,-47.7958,102.2501,,,,,,,
19700,,,50,-46.2638,102.3506,,,,,,,
19750,,,50,-53.2782,103.5264,,,,,,,
19800,,,50,-50.2828,104.9496,,,,,,,
19850,,,50,-49.4156,105.5605,,,,,,,
19900,,,50,-51.16,105.5004,,,,,,,
19950,,,50,-47.8478,102.7892,,,,,,,
20000,,,,,,0.0025,18.2474,1.893,0.0025,0.161,11.5282,0.8738
20000,-6.5437,50.0,,,,,,,,,,
20000,,,50,-48.4892,88.699,,,,,,,
20050,,,50,-47.3836,102.3993,,,,,,,
20100,,,50,-51.7828,102.6628,,,,,,,
20150,,,50,-47.765,102.472,,,,,,,
20200,,,50,-47.9137,104.4069,,,,,,,
20250,,,50,-54.1595,101.6408,,,,,,,
20300,,,50,-55.0684,102.3652,,,,,,,
20350,,,50,-56.0248,102.5277,,,,,,,
20400,,,50,-49.3296,102.3916,,,,,,,
20450,,,50,-48.2408,102.4956,,,,,,,
20500,,,,,,0.0022,18.6364,1.4377,0.0022,0.1471,12.6959,0.8765
20500,,,50,-52.8058,102.3415,,,,,,,
20550,,,50,-48.406,102.1871,,,,,,,
20600,,,50,-54.8632,105.9977,,,,,,,
20650,,,50,-47.7095,105.5228,,,,,,,
20700,,,50,-51.5076,105.8494,,,,,,,
20750,,,50,-46.9363,103.5358,,,,,,,
20800,,,50,-51.8911,105.5902,,,,,,,
20850,,,50,-46.358,102.3108,,,,,,,
20900,,,50,-53.0191,102.2342,,,,,,,
20950,,,50,-45.9022,105.8063,,,,,,,
21000,,,,,,0.0033,18.8335,2.8098,0.0033,0.1647,7.4003,0.5471
21000,,,50,-53.059,105.5227,,,,,,,
21050,,,50,-56.2507,104.7027,,,,,,,
21100,,,50,-55.3162,105.7106,,,,,,,
21150,,,50,-44.6725,102.9031,,,,,,,
21200,,,50,-52.1647,103.6374,,,,,,,
21250,,,50,-49.871,102.3433,,,,,,,
21300,,,50,-50.5322,102.0544,,,,,,,
21350,,,50,-50.644,101.4409,,,,,,,
21400,,,50,-55.128,102.6082,,,,,,,
21450,,,50,-52.1641,102.4631,,,,,,,
21500,,,,,,0.0022,19.038,2.9855,0.0022,0.1885,20.4994,1.1348
21500,,,50,-59.5179,103.161,,,,,,,
21550,,,50,-48.9647,106.5869,,,,,,,
21600,,,50,-57.3893,108.7425,,,,,,,
21650,,,50,-47.9665,107.75,,,,,,,
21700,,,50,-49.7068,105.603,,,,,,,
21750,,,50,-53.9038,103.1772,,,,,,,
21800,,,50,-53.9997,103.6213,,,,,,,
21850,,,50,-53.2365,105.6381,,,,,,,
21900,,,50,-49.8592,106.1828,,,,,,,
21950,,,50,-48.1641,105.8005,,,,,,,
22000,,,,,,0.0023,19.3273,3.3914,0.0023,0.1667,15.0127,0.6009
22000,,,50,-46.0964,103.8328,,,,,,,
22050,,,50,-44.404,104.7468,,,,,,,
22100,,,50,-46.235,105.616,,,,,,,
22150,,,50,-53.9263,105.727,,,,,,,
22200,,,50,-48.4709,105.7722,,,,,,,
22250,,,50,-46.5705,103.1123,,,,,,,
22300,,,50,-54.8618,102.2448,,,,,,,
22350,,,50,-58.8413,102.0577,,,,,,,
22400,,,50,-46.5002,99.6402,,,,,,,
22450,,,50,-55.3982,102.3267,,,,,,,
22500,,,,,,0.0026,19.5792,2.7056,0.0026,0.154,15.7724,0.4094
22500,,,50,-59.1553,105.4591,,,,,,,
22550,,,50,-59.869,105.5675,,,,,,,
22600,,,50,-53.488,105.8867,,,,,,,
22650,,,50,-52.6652,106.0253,,,,,,,
22700,,,50,-50.3904,105.7193,,,,,,,
22750,,,50,-52.0078,107.2391,,,,,,,
22800,,,50,-52.6711,105.5792,,,,,,,
22850,,,50,-50.7008,105.6821,,,,,,,
22900,,,50,-48.2928,105.4272,,,,,,,
22950,,,50,-56.3096,105.5686,,,,,,,
23000,,,,,,0.002,19.3954,4.733,0.002,0.1732,9.5492,0.7693
23000,,,50,-50.5554,105.6134,,,,,,,
23050,,,50,-51.7558,105.392,,,,,,,
23100,,,50,-55.5603,105.8794,,,,,,,
23150,,,50,-47.5859,105.7159,,,,,,,
23200,,,50,-48.0509,105.4906,,,,,,,
23250,,,50,-53.5243,105.7482,,,,,,,
23300,,,50,-53.4909,105.6608,,,,,,,
23350,,,50,-47.8738,105.9178,,,,,,,
23400,,,50,-48.9084,105.5726,,,,,,,
