env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
52000,,,,,,1.9833,0.747,0.2176,-2239.3723,95.9975,1.2758,38933.918,134134.7031,61.0314
52465,,,1000,-1168.8866,95.0864,,,,,,,,,
52500,,,,,,1.9347,0.7353,0.2142,-2128.478,125.1037,1.2046,36922.0312,138499.8438,60.92
52544,,,79,-47.5436,95.2715,,,,,,,,,
52651,,,107,-126.3011,95.0477,,,,,,,,,
52707,,,56,-48.0399,94.4329,,,,,,,,,
52728,,,21,-35.1329,95.3815,,,,,,,,,
52753,,,25,-57.3836,95.1335,,,,,,,,,
52775,,,22,-40.3942,95.3225,,,,,,,,,
52819,,,44,-73.4361,95.3931,,,,,,,,,
52934,,,115,-106.5662,95.02,,,,,,,,,
52977,,,43,-41.7069,94.9771,,,,,,,,,
52992,,,15,-25.8833,95.4561,,,,,,,,,
53000,,,,,,1.9733,0.7374,0.2197,-2332.1609,140.4445,1.27,54255.7422,205461.1406,55.0016
53008,,,16,-16.8618,95.2871,,,,,,,,,
53500,,,,,,1.9408,0.7406,0.2111,-2196.4473,133.3922,1.2183,65413.3633,155641.7031,48.1943
54000,,,,,,1.9563,0.7399,0.2146,-2236.6155,112.7838,1.2611,40129.418,125829.9297,50.978
54008,,,1000,-1104.8329,96.3176,,,,,,,,,
54043,,,35,-31.6757,95.4187,,,,,,,,,
54056,,,13,-18.4662,95.6681,,,,,,,,,
54068,,,12,-25.5826,95.6027,,,,,,,,,
54099,,,31,-12.0107,95.4655,,,,,,,,,
54116,,,17,-17.9603,95.0866,,,,,,,,,
54200,,,84,-71.0151,95.1093,,,,,,,,,
54215,,,15,-17.6924,95.4498,,,,,,,,,
54268,,,53,-39.6057,95.2042,,,,,,,,,
54413,,,145,-95.8388,94.9466,,,,,,,,,
54500,,,,,,2.0393,0.7495,0.2263,-2470.2905,123.1378,1.3793,124584.9844,188563.75,52.378
