env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
7909,,,19,91.5679,89.567,,,,,,,,,
7958,,,49,247.1822,89.6499,,,,,,,,,
8000,,,,,,1.7721,0.5907,0.1962,-182.9572,14.0735,0.7346,51.3139,107.4991,3.0971
8009,,,51,259.3066,89.4848,,,,,,,,,
8030,,,21,104.6719,91.9877,,,,,,,,,
8067,,,37,179.0278,92.7038,,,,,,,,,
8115,,,48,248.9785,92.3779,,,,,,,,,
8175,,,60,275.5871,92.5474,,,,,,,,,
8224,,,49,232.8483,92.3741,,,,,,,,,
8284,,,60,316.8086,91.6899,,,,,,,,,
8326,,,42,189.7961,92.7072,,,,,,,,,
8371,,,45,217.3135,92.4447,,,,,,,,,
8403,,,32,157.9782,92.2257,,,,,,,,,
8464,,,61,306.798,91.7871,,,,,,,,,
8500,,,,,,1.7627,0.5981,0.1971,-191.7166,11.74,0.7257,72.2635,331.121,2.7999
8503,,,39,185.5808,92.108,,,,,,,,,
8525,,,22,100.6896,92.2035,,,,,,,,,
8558,,,33,162.7767,89.0186,,,,,,,,,
8622,,,64,326.9528,89.1048,,,,,,,,,
8666,,,44,238.7966,88.8171,,,,,,,,,
8709,,,43,219.1469,89.4144,,,,,,,,,
8758,,,49,245.3378,89.4892,,,,,,,,,
8800,,,42,223.2258,89.1221,,,,,,,,,
8859,,,59,296.2502,88.9561,,,,,,,,,
8920,,,61,331.239,89.2583,,,,,,,,,
8947,,,27,132.9492,89.3118,,,,,,,,,
8975,,,28,141.5913,89.4707,,,,,,,,,
9000,,,,,,1.7576,0.5979,0.194,-211.2731,11.053,0.7309,70.351,120.4596,1.6218
9020,,,45,242.6746,89.0837,,,,,,,,,
9058,,,38,198.3952,89.6483,,,,,,,,,
9084,,,26,133.8114,89.1507,,,,,,,,,
9112,,,28,144.2017,89.3265,,,,,,,,,
9132,,,20,97.8289,89.5412,,,,,,,,,
9176,,,44,199.1285,88.9874,,,,,,,,,
9230,,,54,287.0006,89.8373,,,,,,,,,
9261,,,31,151.2081,92.1216,,,,,,,,,
9290,,,29,148.1661,91.7099,,,,,,,,,
9336,,,46,250.7692,91.9338,,,,,,,,,
9361,,,25,123.1767,91.7105,,,,,,,,,
9408,,,47,218.0099,91.9983,,,,,,,,,
9444,,,36,168.7322,91.8003,,,,,,,,,
9500,,,,,,1.7124,0.5977,0.1882,-223.4186,12.1151,0.6627,108.1069,267.6886,4.2864
9502,,,58,289.858,91.5812,,,,,,,,,
9540,,,38,194.6602,91.3474,,,,,,,,,
9590,,,50,224.9292,89.3563,,,,,,,,,
9621,,,31,155.5162,89.5502,,,,,,,,,
9666,,,45,207.9474,88.9931,,,,,,,,,
9724,,,58,262.7162,89.3231,,,,,,,,,
9770,,,46,233.1425,89.4745,,,,,,,,,
9794,,,24,120.4395,89.4376,,,,,,,,,
9839,,,45,208.1163,89.1975,,,,,,,,,
9875,,,36,182.6624,89.5564,,,,,,,,,
9954,,,79,356.6426,89.259,,,,,,,,,
9973,,,19,92.4972,89.3551,,,,,,,,,
10000,,,,,,1.7695,0.6065,0.1966,-232.9544,18.8123,0.7273,132.8356,261.7128,1.716
10000,229.2212,45.2,,,,,,,,,,,,
